USER	PID	LWP	NLWP	CPU	MEM	COMMAND
supprit	53627	53563	53627	0.00	0.40	0:02 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=53585 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	53717	53570	53717	0.00	0.60	0:00 /usr/share/antigravity/antigravity --type=zygote
supprit	53789	53563	53789	0.00	0.50	0:04 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=53585 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AntigraUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	53805	53563	53805	0.00	0.60	0:07 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=53585 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AntigraUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	54492	53563	54492	0.00	0.40	0:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=53585 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AntigUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

root	90060	2	90060	0.10	0.00	0:28 [kworker/16:1-i915-unordered]
supprit	100074	2573	100074	0.10	1.40	0:30 /usr/share/antigravity/antigravity .
supprit	100078	100074	100078	0.00	0.30	0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit	100079	100074	100079	0.00	0.30	0:00 /usr/share/antigravity/antigravity --type=zygote
supprit	100081	100079	100081	0.00	0.00	0:00 /usr/share/antigravity/antigravity --type=zygote
supprit	100096	2573	100096	0.00	0.00	0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/supprit/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	100113	100078	100113	0.10	1.00	0:30 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit	100139	100074	100139	0.00	0.50	0:02 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=100096 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	100234	100081	100234	0.00	0.90	0:01 /usr/share/antigravity/antigravity --type=zygote
supprit	100285	100074	100285	0.00	0.70	0:04 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=100096 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AntigrUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	100321	100074	100321	0.00	0.70	0:07 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=100096 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AntigrUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	101067	100074	101067	0.00	0.40	0:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=100096 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AntiUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

root	109388	2	109388	0.00	0.00	0:03 [kworker/1:3-mm_percpu_wq]
root	117895	2	117895	0.40	0.00	1:36 [kworker/u72:0-i915]
supprit	124148	2573	124148	0.00	0.00	0:00 /usr/libexec/bluetooth/obexd
root	125764	2	125764	0.00	0.00	0:01 [kworker/15:1-mm_percpu_wq]
root	138212	2	138212	0.00	0.00	0:01 [kworker/12:1-events]
supprit	138994	2845	138994	0.10	1.40	0:22 /usr/share/antigravity/antigravity
supprit	138999	138994	138999	0.00	0.30	0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit	139000	138994	139000	0.00	0.00	0:00 /usr/share/antigravity/chrome-sandbox /usr/share/antigravity/antigravity --type=zygote
supprit	139001	139000	139001	0.00	0.30	0:00 /usr/share/antigravity/antigravity --type=zygote
supprit	139003	139001	139003	0.00	0.00	0:00 /usr/share/antigravity/antigravity --type=zygote
supprit	139018	2573	139018	0.00	0.00	0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/supprit/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	139034	138999	139034	0.00	1.00	0:18 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit	139045	138994	139045	0.00	0.50	0:01 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=139018 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	139204	139003	139204	0.00	0.90	0:01 /usr/share/antigravity/antigravity --type=zygote
supprit	139348	138994	139348	0.00	0.70	0:03 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=139018 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AntigrUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	139364	138994	139364	0.00	0.70	0:05 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=139018 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AntigrUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	140222	138994	140222	0.00	0.40	0:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=139018 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AntiUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

root	141063	2	141063	0.00	0.00	0:00 [kworker/2:2-mm_percpu_wq]
root	157782	2	157782	0.00	0.00	0:00 [kworker/u74:1-flush-259:0]
root	165466	2	165466	0.00	0.00	0:00 [kworker/16:0-events]
root	168091	2	168091	0.00	0.00	0:01 [kworker/8:0-events]
supprit	175916	2573	175916	0.20	1.40	0:18 /usr/share/antigravity/antigravity .
supprit	175920	175916	175920	0.00	0.30	0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit	175921	175916	175921	0.00	0.30	0:00 /usr/share/antigravity/antigravity --type=zygote
supprit	175923	175921	175923	0.00	0.00	0:00 /usr/share/antigravity/antigravity --type=zygote
supprit	175938	2573	175938	0.00	0.00	0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/supprit/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	175954	175920	175954	0.40	1.00	0:38 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit	175980	175916	175980	0.00	0.50	0:01 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=175938 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	176069	175923	176069	0.00	0.80	0:00 /usr/share/antigravity/antigravity --type=zygote
supprit	176129	175916	176129	0.00	0.70	0:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=175938 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AntigrUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	176145	175916	176145	0.00	0.70	0:03 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=175938 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AntigrUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	176827	175916	176827	0.00	0.40	0:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=175938 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/AntiUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

root	176835	2	176835	0.00	0.00	0:00 [kworker/5:0-events]
root	179499	2	179499	0.00	0.00	0:00 [kworker/10:2-mm_percpu_wq]
supprit	179599	2845	179599	0.00	0.00	0:00 /bin/bash /usr/bin/brave-browser-stable
supprit	179607	179599	179607	0.00	0.00	0:00 cat
supprit	179608	179599	179608	0.00	0.00	0:00 cat
supprit	179609	179599	179609	3.00	3.20	3:54 /opt/brave.com/brave/brave
supprit	179611	2573	179611	0.00	0.00	0:00 /opt/brave.com/brave/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/supprit/.config/BraveSoftware/Brave-Browser/Crash Reports --metrics-dir=/home/supprit/.config/BraveSoftware/Brave-Browser --url=httpsUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	179613	2573	179613	0.00	0.00	0:00 /opt/brave.com/brave/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/supprit/.config/BraveSoftware/Brave-Browser/Crash Reports --url=https://cr.brave.com --annotation=lsb-release=Ubuntu 24.04.3 LTSUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	179619	179609	179619	0.00	0.40	0:00 /opt/brave.com/brave/brave --type=zygote --no-zygote-sandbox --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --change-stack-guard-on-fork=enable
supprit	179620	179609	179620	0.00	0.40	0:00 /opt/brave.com/brave/brave --type=zygote --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --change-stack-guard-on-fork=enable
supprit	179622	179620	179622	0.00	0.10	0:00 /opt/brave.com/brave/brave --type=zygote --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --change-stack-guard-on-fork=enable
supprit	179653	179619	179653	4.80	1.80	6:05 /opt/brave.com/brave/brave --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --change-stack-guard-on-fork=enable --gpu-preferencesUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	179655	179609	179655	1.00	0.90	1:23 /opt/brave.com/brave/brave --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e14UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	179684	179622	179684	0.00	0.40	0:05 /opt/brave.com/brave/brave --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	179875	179622	179875	0.30	2.00	0:27 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	179894	179609	179894	0.60	0.60	0:47 /opt/brave.com/brave/brave --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f7UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	180050	179622	180050	0.00	1.10	0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	180059	179622	180059	0.20	1.90	0:18 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	182174	179622	182174	13.20	3.80	16:37 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

root	183797	2	183797	0.30	0.00	0:27 [kworker/u72:1-i915]
root	183825	2	183825	0.00	0.00	0:00 [kworker/9:1-events]
root	184818	2	184818	0.00	0.00	0:00 [kworker/3:2-events]
root	185047	2	185047	0.00	0.00	0:00 [irq/156-mei_me]
root	185146	2	185146	0.20	0.00	0:13 [kworker/u75:2-hci0]
root	185147	2	185147	0.10	0.00	0:09 [kworker/13:0-mm_percpu_wq]
supprit	185454	2573	185454	0.00	1.10	0:04 /usr/bin/nautilus --gapplication-service
root	185859	2	185859	0.00	0.00	0:00 [kworker/6:0-mm_percpu_wq]
supprit	186052	179622	186052	1.80	2.60	1:23 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	186288	179622	186288	17.30	3.50	11:47 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

root	186605	2	186605	0.00	0.00	0:00 [kworker/11:0-mm_percpu_wq]
root	186677	2	186677	0.00	0.00	0:00 [kworker/u74:2-events_unbound]
root	186685	2	186685	0.00	0.00	0:00 [kworker/17:2]
supprit	186804	179622	186804	0.30	1.10	0:13 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	187021	179622	187021	0.00	0.80	0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	187081	179622	187081	0.70	1.80	0:28 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	187137	179622	187137	0.30	1.20	0:11 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	187242	179622	187242	0.10	1.30	0:05 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

root	187789	2	187789	0.00	0.00	0:00 [kworker/0:1-events]
root	188692	2	188692	0.00	0.00	0:00 [kworker/9:0-cgroup_destroy]
root	188730	2	188730	0.00	0.00	0:00 [kworker/4:0-events]
root	188731	2	188731	0.00	0.00	0:00 [kworker/13:2]
root	188736	2	188736	0.00	0.00	0:00 [kworker/u73:2-kvfree_rcu_reclaim]
root	188774	2	188774	0.00	0.00	0:00 [kworker/8:1]
root	188775	2	188775	0.00	0.00	0:00 [kworker/7:2-mm_percpu_wq]
root	188783	2	188783	0.00	0.00	0:00 [kworker/u73:0-kvfree_rcu_reclaim]
root	188851	2	188851	0.00	0.00	0:00 [kworker/2:1-i915-unordered]
root	188932	2	188932	0.00	0.00	0:00 [kworker/u76:0-rb_allocator]
root	188934	2	188934	0.00	0.00	0:00 [kworker/4:2-cgroup_destroy]
root	188936	2	188936	0.00	0.00	0:00 [kworker/0:0]
root	188939	2	188939	0.00	0.00	0:00 [kworker/6:2-i915-unordered]
root	188982	2	188982	0.00	0.00	0:00 [kworker/u73:3-events_unbound]
root	188987	2	188987	0.00	0.00	0:00 [kworker/1:0-cgroup_destroy]
root	189014	2	189014	0.00	0.00	0:00 [kworker/11:1]
root	189015	2	189015	0.00	0.00	0:00 [kworker/14:0-events]
root	189016	2	189016	0.00	0.00	0:00 [kworker/3:1-cgroup_destroy]
root	189020	2	189020	0.00	0.00	0:00 [kworker/10:0]
root	189021	2	189021	0.00	0.00	0:00 [kworker/12:0]
root	189022	2	189022	0.00	0.00	0:00 [kworker/15:0-mm_percpu_wq]
root	189023	2	189023	0.00	0.00	0:00 [kworker/u76:2-rb_allocator]
root	189031	2	189031	0.00	0.00	0:00 [kworker/14:2-events]
root	189032	2	189032	0.00	0.00	0:00 [kworker/u73:1-kvfree_rcu_reclaim]
root	189035	2	189035	0.00	0.00	0:00 [kworker/5:3]
root	189036	2	189036	0.00	0.00	0:00 [kworker/4:1-mm_percpu_wq]
root	189038	2	189038	0.00	0.00	0:00 [kworker/u73:4]
root	189039	2	189039	0.00	0.00	0:00 [kworker/u73:5-events_unbound]
supprit	189064	2845	189064	0.20	0.40	0:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
supprit	189161	2573	189161	0.40	0.40	0:00 /usr/libexec/gnome-terminal-server
supprit	189169	189161	189169	0.00	0.00	0:00 bash
root	189395	2	189395	0.00	0.00	0:00 [kworker/3:0]
supprit	189462	2573	189462	3.00	1.20	0:04 /snap/code/223/usr/share/code/code --no-sandbox . --ozone-platform=x11
supprit	189464	189462	189464	0.00	0.30	0:00 /snap/code/223/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox
supprit	189465	189462	189465	0.00	0.30	0:00 /snap/code/223/usr/share/code/code --type=zygote --no-sandbox
supprit	189479	2573	189479	0.00	0.00	0:00 /snap/code/223/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/supprit/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=3529963e-e156-4ab8-8428-3UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	189514	189462	189514	0.20	0.40	0:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=189479 --enable-crash-reporter=b0c5183a-2dd1-43d1-92d6-64721a569d17,no_channel --user-data-dir=/home/supUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

root	189536	2	189536	0.00	0.00	0:00 [kworker/u72:2]
supprit	189581	189465	189581	20.80	2.70	0:34 /snap/code/223/usr/share/code/code --type=zygote --no-sandbox
supprit	189597	189462	189597	14.50	1.10	0:23 /proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --disable-skia-graphite --ozone-platform=x11 --crashpad-handler-pid=189479 --enable-crash-reporter=b0c5183a-2dd1-43d1-92d6-64721a569d17,no_channel --user-data-dir=/home/supprit/.config/Code UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	189632	189462	189632	1.80	0.70	0:03 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=189479 --enable-crash-reporter=b0c5183a-2dd1-43d1-92d6-64721a569d17,no_channel --user-data-dir=/home/supprit/.UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	189633	189462	189633	0.30	0.60	0:00 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=189479 --enable-crash-reporter=b0c5183a-2dd1-43d1-92d6-64721a569d17,no_channel --user-data-dir=/home/supprit/.UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	189660	189462	189660	0.70	0.70	0:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=189479 --enable-crash-reporter=b0c5183a-2dd1-43d1-92d6-64721a569d17,no_channel --user-data-dir=/home/supprit/.UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	189685	189462	189685	4.60	1.50	0:07 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=189479 --enable-crash-reporterUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	189739	189660	189739	0.00	0.00	0:00 /usr/bin/bash --init-file /snap/code/223/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
supprit	190130	189685	190130	2.10	0.30	0:03 /home/supprit/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
supprit	190178	2573	190178	0.00	0.10	0:00 /home/supprit/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 190130 {C9826214-2C26-4CB5-96B1-A231B450BA09}
supprit	190335	179622	190335	0.00	0.30	0:00 /opt/brave.com/brave/brave --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	190347	179622	190347	11.30	2.50	0:15 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	190362	179622	190362	2.30	1.20	0:03 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	190548	179622	190548	0.40	0.80	0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	190601	179622	190601	0.10	0.80	0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	190652	179622	190652	0.00	0.40	0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxUID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD

supprit	190742	2573	190742	0.10	0.10	0:00 /home/supprit/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 190130 {9E56141F-DC9F-44CF-B31B-72AF9A5849A8}
root	190837	2	190837	0.00	0.00	0:00 [kworker/u76:1]
root	191146	2	191146	0.00	0.00	0:00 [kworker/14:1-events]
