USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23824 14420 ?        Ss   09:19   0:03 /sbin/init splash
supprit     3303  0.0  0.0 310760  7020 ?        Ssl  09:19   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
supprit     3321  0.0  0.0 309772  6720 ?        Ssl  09:19   0:00 /usr/libexec/gvfs-goa-volume-monitor
supprit     3327  0.0  0.1 751600 30264 ?        Ssl  09:19   0:00 /usr/libexec/evolution-addressbook-factory
supprit     3354  0.0  0.0 236896  7648 ?        Sl   09:19   0:10 /usr/libexec/ibus-engine-simple
supprit     3377  0.0  0.0 230332  6304 ?        Ssl  09:19   0:00 /usr/libexec/dconf-service
supprit     3390  0.0  0.0 609572  9544 ?        Sl   09:19   0:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
supprit     3413  0.0  0.0 701860 14852 ?        Ssl  09:19   0:01 /usr/libexec/xdg-desktop-portal
supprit     3422  0.0  0.2 948724 33756 ?        SNsl 09:19   0:01 /usr/libexec/tracker-miner-fs-3
supprit     3426  0.0  1.2 2011904 197056 ?      Ssl  09:19   0:08 /usr/libexec/xdg-desktop-portal-gnome
supprit     3461  0.0  0.1 2924812 25056 ?       Sl   09:19   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
supprit     3549  0.0  0.1 420756 29644 ?        Ssl  09:19   0:00 /usr/libexec/xdg-desktop-portal-gtk
supprit     3555  0.0  0.0 236340  6668 ?        Ssl  09:19   0:00 /usr/libexec/gvfsd-metadata
supprit     3594  0.0  0.0 388548  9108 ?        Sl   09:19   0:00 /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
supprit     3934  0.2  0.8 657880 134912 ?       Sl   09:20   1:46 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.9DL0K3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients
supprit     3944  0.0  0.5 795140 87696 ?        Ssl  09:20   0:01 /usr/libexec/gsd-xsettings
supprit     3968  0.0  0.1 267260 25228 ?        Sl   09:20   0:00 /usr/libexec/ibus-x11
supprit     3974  0.0  0.4 1024412 74120 ?       Sl   09:20   0:04 /usr/libexec/mutter-x11-frames
supprit     5734  0.0  0.2 572272 36780 ?        Sl   09:20   0:00 /usr/bin/update-notifier
root        7027  0.0  0.2 482820 44884 ?        Ssl  09:23   0:03 /usr/libexec/fwupd/fwupd
supprit    10965  0.1  1.5 1461537164 244528 ?   SLsl 09:33   1:05 /usr/share/antigravity/antigravity .
supprit    10969  0.0  0.3 34084472 53060 ?      S    09:33   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    10970  0.0  0.3 34084460 53272 ?      S    09:33   0:00 /usr/share/antigravity/antigravity --type=zygote
supprit    10972  0.0  0.0 34084492 13508 ?      S    09:33   0:00 /usr/share/antigravity/antigravity --type=zygote
supprit    11008  0.0  0.0 33567908 4008 ?       Sl   09:33   0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/supprit/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.104.0 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-fd=46 --shared-client-connection
supprit    11028  0.1  1.0 34515888 169304 ?     Sl   09:33   1:11 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    11049  0.0  0.5 33896836 80784 ?      Sl   09:33   0:06 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=11008 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18339146900081685695,17697936985250178479,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    11135  0.0  0.9 1476708832 147260 ?   Sl   09:33   0:02 /usr/share/antigravity/antigravity --type=zygote
supprit    11174  0.0  0.7 1461330376 113364 ?   Sl   09:33   0:18 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=11008 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18339146900081685695,17697936985250178479,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    11204  0.0  0.7 1461308232 119056 ?   Sl   09:33   0:06 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=11008 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18339146900081685695,17697936985250178479,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    12806  0.0  0.0 320056  9728 ?        Sl   09:36   0:00 /usr/libexec/gvfsd-http --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
supprit    14093  0.0  0.4 33941456 64704 ?      Sl   09:39   0:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=11008 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18339146900081685695,17697936985250178479,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    41143  0.0  0.0 462332  9168 ?        Sl   10:52   0:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
supprit    41153  0.0  0.0 390548  9296 ?        Sl   10:52   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
root       45383  0.0  0.0      0     0 ?        I    11:15   0:02 [kworker/u74:3-flush-259:0]
supprit    53563  0.0  1.1 1461537228 187556 ?   SLsl 11:33   0:24 /usr/share/antigravity/antigravity .
supprit    53567  0.0  0.2 34084472 45856 ?      S    11:33   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53568  0.0  0.3 34084460 47612 ?      S    11:33   0:00 /usr/share/antigravity/antigravity --type=zygote
supprit    53570  0.0  0.0 34084488 7176 ?       S    11:33   0:00 /usr/share/antigravity/antigravity --type=zygote
supprit    53585  0.0  0.0 33567908 3908 ?       Sl   11:33   0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/supprit/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.104.0 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-fd=46 --shared-client-connection
supprit    53604  0.0  0.8 34512860 132112 ?     Sl   11:33   0:16 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53627  0.0  0.4 33888640 72408 ?      Sl   11:33   0:02 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=53585 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14586925622215845410,2651950035168650353,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    53717  0.0  0.6 1476707796 109848 ?   Sl   11:33   0:00 /usr/share/antigravity/antigravity --type=zygote
supprit    53789  0.0  0.5 1461308296 92588 ?    Sl   11:33   0:04 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=53585 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14586925622215845410,2651950035168650353,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    53805  0.0  0.6 1461330376 109484 ?   Sl   11:33   0:07 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=53585 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14586925622215845410,2651950035168650353,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    54492  0.0  0.4 33941456 64696 ?      Sl   11:33   0:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=53585 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14586925622215845410,2651950035168650353,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
root       90060  0.1  0.0      0     0 ?        I    13:50   0:28 [kworker/16:1-i915-unordered]
supprit   100074  0.1  1.4 1461537164 227568 ?   SLsl 14:09   0:30 /usr/share/antigravity/antigravity .
supprit   100078  0.0  0.3 34084472 53516 ?      S    14:09   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit   100079  0.0  0.3 34084460 53876 ?      S    14:09   0:00 /usr/share/antigravity/antigravity --type=zygote
supprit   100081  0.0  0.0 34084492 13652 ?      S    14:09   0:00 /usr/share/antigravity/antigravity --type=zygote
supprit   100096  0.0  0.0 33567908 4056 ?       Sl   14:09   0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/supprit/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.104.0 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-fd=46 --shared-client-connection
supprit   100113  0.1  1.0 34518440 167844 ?     Sl   14:09   0:30 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit   100139  0.0  0.5 33888640 81612 ?      Sl   14:09   0:02 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=100096 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7610730588845933314,12472007008379652006,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit   100234  0.0  0.9 1476708832 149036 ?   Sl   14:09   0:01 /usr/share/antigravity/antigravity --type=zygote
supprit   100285  0.0  0.7 1461308296 118012 ?   Sl   14:09   0:04 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=100096 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7610730588845933314,12472007008379652006,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit   100321  0.0  0.7 1461330376 120724 ?   Sl   14:09   0:07 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=100096 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7610730588845933314,12472007008379652006,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit   101067  0.0  0.4 33941456 64560 ?      Sl   14:09   0:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=100096 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7610730588845933314,12472007008379652006,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
root      109388  0.0  0.0      0     0 ?        I    14:20   0:03 [kworker/1:3-mm_percpu_wq]
root      117895  0.4  0.0      0     0 ?        I    14:47   1:36 [kworker/u72:0-i915]
supprit   124148  0.0  0.0  49072  8452 ?        Ss   15:04   0:00 /usr/libexec/bluetooth/obexd
root      125764  0.0  0.0      0     0 ?        I    15:07   0:01 [kworker/15:1-mm_percpu_wq]
root      138212  0.0  0.0      0     0 ?        I    16:06   0:01 [kworker/12:1-events]
supprit   138994  0.1  1.4 1461581660 229876 ?   SLl  16:15   0:22 /usr/share/antigravity/antigravity
supprit   138999  0.0  0.3 34087120 53952 ?      S    16:15   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit   139000  0.0  0.0   2708  1724 ?        S    16:15   0:00 /usr/share/antigravity/chrome-sandbox /usr/share/antigravity/antigravity --type=zygote
supprit   139001  0.0  0.3 34087112 53444 ?      S    16:15   0:00 /usr/share/antigravity/antigravity --type=zygote
supprit   139003  0.0  0.0 34087120 13512 ?      S    16:15   0:00 /usr/share/antigravity/antigravity --type=zygote
supprit   139018  0.0  0.0 33567904 4152 ?       Sl   16:15   0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/supprit/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.104.0 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-fd=44 --shared-client-connection
supprit   139034  0.0  1.0 34511464 166532 ?     Sl   16:15   0:18 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit   139045  0.0  0.5 33891292 81592 ?      Sl   16:15   0:01 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=139018 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11799034716421746634,5005567350030605839,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit   139204  0.0  0.9 1476694036 145648 ?   Sl   16:15   0:01 /usr/share/antigravity/antigravity --type=zygote
supprit   139348  0.0  0.7 1461310948 117288 ?   Sl   16:15   0:03 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=139018 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11799034716421746634,5005567350030605839,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit   139364  0.0  0.7 1461330372 120428 ?   Sl   16:15   0:05 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=139018 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11799034716421746634,5005567350030605839,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit   140222  0.0  0.4 33944136 64668 ?      Sl   16:15   0:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=139018 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11799034716421746634,5005567350030605839,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
root      141063  0.0  0.0      0     0 ?        I    16:19   0:00 [kworker/2:2-mm_percpu_wq]
root      157782  0.0  0.0      0     0 ?        I    16:53   0:00 [kworker/u74:1-flush-259:0]
root      165466  0.0  0.0      0     0 ?        I    17:09   0:00 [kworker/16:0-events]
root      168091  0.0  0.0      0     0 ?        I    17:16   0:01 [kworker/8:0-events]
supprit   175916  0.2  1.4 1461512576 229940 ?   SLsl 18:59   0:18 /usr/share/antigravity/antigravity .
supprit   175920  0.0  0.3 34084472 53992 ?      S    18:59   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit   175921  0.0  0.3 34084460 53960 ?      S    18:59   0:00 /usr/share/antigravity/antigravity --type=zygote
supprit   175923  0.0  0.0 34084488 13712 ?      S    18:59   0:00 /usr/share/antigravity/antigravity --type=zygote
supprit   175938  0.0  0.0 33567908 4180 ?       Sl   18:59   0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/supprit/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.104.0 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-fd=46 --shared-client-connection
supprit   175954  0.4  1.0 34511276 168800 ?     Sl   18:59   0:38 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit   175980  0.0  0.5 33888640 81216 ?      Sl   18:59   0:01 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=175938 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2952140080682079336,13714026501088658434,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit   176069  0.0  0.8 1476683208 141492 ?   Sl   18:59   0:00 /usr/share/antigravity/antigravity --type=zygote
